iteration,latency_ns
381,989746
382,719736
383,1191594
384,655701
385,644651
386,652492
387,649484
388,648895
389,646242
390,1312519
391,664844
392,983434
393,1502982
394,723823
395,654086
396,656525
397,653838
398,654267
399,1096741
400,654345
401,646558
402,641841
403,1159997
404,639699
405,1124362
406,652595
407,646908
408,646043
409,646827
410,646427
411,1089366
412,640519
413,642928
414,1051383
415,712254
416,8527646
417,995865
418,798166
419,1272088
420,698991
421,685465
422,1042092
423,1085345
424,733583
425,664687
426,1162473
427,678094
428,669096
429,665334
430,732734
431,1069705
432,667909
433,1169263
434,655758
435,1058593
436,730415
437,665005
438,663356
439,659826
440,659957
441,1089873
442,661110
443,873666
444,1168571
445,1464398
446,800098
447,664374
448,660019
449,666953
450,660579
451,1170482
452,659422
453,1066734
454,1638114
455,725796
456,659710
457,652434
458,649806
459,645916
460,1127613
461,650802
462,647654
463,640918
464,1111009
465,640934
466,1180004
467,650316
468,645146
469,641552
470,642381
471,644791
472,646720
473,1144913
474,657716
475,1187292
476,1045920
477,667443
478,658585
479,3157820
480,918292
481,699127
482,672041
483,1291412
484,760116
485,1514510
486,739397
487,664777
488,705670
489,655001
490,656649
491,1094335
492,652261
493,1122051
494,1102316
495,643307
496,1074546
497,666520
498,659096
499,652792
500,653822
501,2019869
502,1130081
503,699609
504,651062
505,644210
506,1102266
507,957832
508,664963
509,655441
510,652764
511,1292426
512,761460
513,1041961
514,656451
515,933078
516,692362
517,704178
518,1059701
519,655891
520,645166
521,646558
522,1127909
523,646646
524,827443
525,1039373
526,692180
527,1052095
528,726249
529,664242
530,970365
531,657938
532,1013239
533,655330
534,661601
535,9110421
536,790206
537,1696854
538,900205
539,672301
540,683095
541,1091245
542,755721
543,1130880
544,1073442
545,679816
546,670422
547,669767
548,665264
549,1131927
550,818569
551,1057761
552,1081253
553,1019514
554,1029653
555,667410
556,664387
557,660160
558,659533
559,658009
560,1137414
561,1546718
562,783659
563,695728
564,1108631
565,781117
566,691434
567,687129
568,1206920
569,693952
570,1119179
571,696321
572,1206744
573,749211
574,981135
575,750480
576,688028
577,686981
578,1178178
579,769750
580,1097495
581,698447
582,1000207
583,731297
584,1266909
585,772494
586,693903
587,1125223
588,747835
589,991645
590,698868
591,698950
592,687331
593,1070303
594,684929
595,1160648
596,772452
597,1120592
598,1132894
599,675457
600,689198
601,682988
602,689420
603,1135206
604,745046
605,1191714
606,698072
607,727370
608,1170754
609,738535
610,733966
611,730682
612,728548
613,1227781
614,751782
615,1141864
616,1092436
617,1061382
618,898676
619,746166
620,736047
621,1136553
622,769012
623,1284894
624,1647376
625,807283
626,743698
627,737975
628,742335
629,1390215
630,758811
631,1106324
632,1272755
633,1639160
634,805602
635,734860
636,739162
637,727811
638,1210954
639,935130
640,1189320
641,725583
642,1173585
643,1431375
644,1132129
645,752355
646,729286
647,1521918
648,12669422
649,1974763
650,928208
651,846577
652,809422
653,800992
654,1432229
655,833496
656,800976
657,1966032
658,842584
659,841745
660,842309
661,821567
662,1498558
663,849716
664,1424956
665,1038121
666,1553433
667,857330
668,849749
669,845589
670,834258
671,1380257
672,1381613
673,924542
674,838770
675,5141473
676,1015431
677,1598969
678,897637
679,1503926
680,3297041
681,1530303
682,900500
683,875248
684,865785
685,1354890
686,859148
687,1960375
688,872010
689,850466
690,854154
691,849239
692,1459623
693,848336
694,1405671
695,902297
696,1411331
697,1078889
698,849927
699,843965
700,850050
701,1522788
702,1602982
703,922300
704,1440238
705,854076
706,899162
707,1333856
708,852810
709,1451807
710,906760
711,1505496
712,842445
713,835206
714,834884
715,1578434
716,1060901
717,1430704
718,863449
719,930462
720,894918
721,1441334
722,857742
723,1755430
724,856511
725,1416403
726,1051173
727,1459738
728,871783
729,1492249
730,946843
731,954243
732,1009481
733,1597984
734,12858910
735,2075165
736,961041
737,895301
738,866695
739,1621550
740,855373
741,1434770
742,1776878
743,885426
744,852387
745,845246
746,844797
747,842728
748,1660132
749,850376
750,1541477
751,845918
752,837397
753,838201
754,840644
755,1481748
756,848336
757,844377
758,1534621
759,1496040
760,3090325
761,915823
762,854747
763,1567070
764,1885245
765,1040753
766,1655979
767,956469
768,849144
769,841522
770,1512694
771,1481529
772,937866
773,1731157
774,829096
775,835020
776,832577
777,1408595
778,845320
779,1435392
780,983594
781,1383829
782,1054325
783,845213
784,874454
785,1474637
786,910842
787,1472342
788,1801204
789,954585
790,912968
791,955339
792,904254
793,1551847
794,1503683
795,1096325
796,1427799
797,922300
798,896047
799,1539195
800,927035
801,898635
802,1823036
803,902919
804,909561
805,903677
806,1366690
807,908317
808,1014871
809,1542833
810,1595054
811,852770
812,847726
813,831699
814,838382
815,829404
816,1445050
817,842160
818,2560850
819,918415
820,838745
821,829899
822,831357
823,829800
824,23643354
825,1530192
826,988782
827,905783
828,883386
829,1642934
830,873585
831,1516731
832,1432855
833,1334084
834,873510
835,858368
836,850940
837,845135
838,1655369
839,842684
840,1761004
841,956435
842,1239733
843,1460665
844,948438
845,1459099
846,842251
847,840302
848,1413700
849,1533961
850,869209
851,3197570
852,4080581
853,3002677
854,3144623
855,1491891
856,3639332
857,2413075
858,1040534
859,961800
860,1709849
861,968841
862,1861966
863,1055391
864,1539380
865,1059582
866,909821
867,897613
868,1627645
869,2638585
870,1049800
871,938789
872,1124947
873,1860100
874,1120893
875,1800820
876,1078563
877,945538
878,1891771
879,984695
880,1024895
881,1956688
882,936123
883,978523
884,1689388
885,1720104
886,952414
887,1468749
888,1273160
889,972907
890,920656
891,916037
892,1587111
893,1086791
894,1538597
895,15721017
896,1045450
897,1944809
898,1037782
899,1685940
900,1915178
901,954952
902,921740
903,916326
904,1539619
905,924315
906,1478369
907,1410091
908,1010100
909,930610
910,918016
911,849675
912,854083
913,876180
914,2465400
915,939823
916,866102
917,1056228
918,1324768
919,855670
920,846391
921,3927256
922,1931724
923,1222680
924,1813477
925,922939
926,1413836
927,1720524
928,879064
929,847121
930,851266
931,832416
932,1638357
933,858286
934,1360061
935,1027004
936,1432587
937,841233
938,839185
939,830628
940,838023
941,1506080
942,852873
943,1553949
944,877210
945,856531
946,846326
947,847504
948,844883
949,1396450
950,914394
951,1504997
952,1227784
953,835288
954,828877
955,831538
956,1523476
957,1421500
958,904724
959,827649
960,1946490
961,863935
962,840434
963,828362
964,1444197
965,835972
966,846318
967,6087641
968,1036003
969,842000
970,1327063
971,1415204
972,10784523
973,976306
974,1660169
975,958169
976,801837
977,791619
978,1460022
979,1412864
980,880654
981,779107
982,1271334
983,972421
984,1460751
985,790617
986,767801
987,1377258
988,795744
989,786214
990,1210604
991,1858176
992,1064126
993,786172
994,1329683
995,919239
996,5263173
997,1863281
998,1366171
999,1264647
1000,1324034
1001,729928
1002,736306
1003,737271
1004,738359
1005,1197386
1006,1213171
1007,854092
1008,1624649
1009,787594
1010,773527
1011,771744
1012,774780
1013,770838
1014,1351450
1015,1219866
1016,765807
1017,1539342
1018,796246
1019,785476
1020,782163
1021,784170
1022,1432846
1023,800626
1024,786407
1025,811503
1026,904131
1027,796538
1028,892162
1029,777912
1030,720213
1031,1099345
1032,737254
1033,936124
1034,3677377
1035,846074
1036,961284
1037,742684
1038,732945
1039,1350773
1040,721965
1041,718726
1042,1233595
1043,1308312
1044,741255
1045,759350
1046,760335
1047,822347
1048,1667086
1049,764010
1050,731820
1051,1267123
1052,1787385
1053,814547
1054,738091
1055,730394
1056,733521
1057,1397632
1058,736443
1059,740604
1060,1141304
1061,800448
1062,737453
1063,1308712
1064,750249
1065,745280
1066,733151
1067,1122059
1068,927170
1069,1352582
1070,1507506
1071,920784
1072,757266
1073,746199
1074,730922
1075,1358544
1076,731111
1077,729052
1078,730827
1079,1397253
1080,1291424
1081,744130
1082,1198359
1083,1383755
1084,735446
1085,740930
1086,1184977
1087,802199
1088,1240586
1089,990389
1090,1273406
1091,814733
1092,1155111
1093,696062
1094,688296
1095,1095529
1096,745515
1097,686363
1098,752837
1099,694850
1100,1291712
1101,681192
1102,685226
1103,687269
1104,691925
1105,1131449
1106,745984
1107,686495
1108,1248060
1109,702950
1110,1162020
1111,728132
1112,849020
1113,697825
1114,687743
1115,1074958
1116,684555
1117,1246960
1118,701698
1119,1155098
1120,747357
1121,700260
1122,686194
1123,684340
1124,1284465
1125,743397
1126,1097195
1127,955422
1128,1267733
1129,699222
1130,704087
1131,685868
1132,691884
1133,1187177
1134,692848
1135,1317130
1136,996157
1137,725549
1138,1290600
1139,695419
1140,687776
1141,689066
1142,686470
1143,1407413
1144,764302
1145,710894
1146,1272624
1147,780853
1148,3936510
1149,778414
1150,810724
1151,708697
1152,692914
1153,2058607
1154,723197
1155,698538
1156,1275520
1157,689065
1158,690639
1159,1232218
1160,763421
1161,1382700
1162,713201
1163,691192
1164,1645361
1165,787433
1166,693812
1167,692514
1168,689239
1169,1128598
1170,686363
1171,1102892
1172,677418
1173,10218669
1174,1310999
1175,1620714
1176,719126
1177,1246037
1178,748066
1179,1318962
1180,717079
1181,691628
1182,1189043
1183,742342
1184,681081
1185,680838
1186,1319683
1187,688230
1188,1252464
1189,700330
1190,688588
1191,1258941
1192,771884
1193,694315
1194,679486
1195,683545
1196,1225906
1197,836149
1198,1239894
1199,692914
1200,1211548
1201,691368
1202,4181726
1203,1656164
1204,1381799
1205,933758
1206,718524
1207,1168917
1208,708389
1209,1151786
1210,781047
1211,689206
1212,687307
1213,1099881
1214,692659
1215,1441243
1216,703325
1217,694471
1218,1163350
1219,1210031
1220,693334
1221,691385
1222,685271
1223,1097104
1224,743830
1225,1087772
1226,845246
1227,742227
1228,1291630
1229,696506
1230,647947
1231,656962
1232,1068374
1233,641758
1234,703518
1235,1398233
1236,651338
1237,1032559
1238,1500639
1239,660014
1240,654865
1241,646225
1242,1073084
1243,718100
1244,1177849
1245,643555
1246,640543
1247,641639
1248,1104302
1249,640325
1250,758555
1251,1046382
1252,683059
1253,651304
1254,1031907
1255,643975
1256,638182
1257,639386
1258,1156556
1259,722859
1260,1095864
1261,654959
1262,1125746
1263,721891
1264,1263902
1265,701801
1266,684402
1267,684950
1268,1194156
1269,768625
1270,1106794
1271,695576
1272,1058037
1273,1295915
1274,693058
1275,679416
1276,677166
1277,674683
1278,1123913
1279,754629
1280,1129920
1281,693330
1282,1039649
1283,846614
1284,691612
1285,8269723
1286,1016106
1287,1458271
1288,931105
1289,672227
1290,1185657
1291,1509249
1292,756129
1293,663104
1294,1095847
1295,650926
1296,1201890
1297,651655
1298,652990
1299,697747
1300,1062079
1301,1138337
1302,673290
1303,658020
1304,1109781
1305,1093589
1306,719975
1307,654873
1308,646349
1309,649607
1310,647741
1311,1304217
1312,1212779
1313,658783
1314,654592
1315,1069799
1316,641186
1317,642282
1318,644642
1319,642694
1320,1677790
1321,872051
1322,670818
1323,1374073
1324,656723
1325,661107
1326,658260
1327,655832
1328,649818
1329,1216768
1330,924311
1331,663022
1332,1207823
1333,728668
1334,1387105
1335,687014
1336,667575
1337,667633
1338,657921
1339,1221843
1340,711804
1341,1224266
1342,789349
1343,769087
1344,726452
1345,2032551
1346,1185727
1347,1809333
1348,803987
1349,714541
1350,749305
1351,715653
1352,5310381
1353,2374045
1354,761006
1355,1629041
1356,718330
1357,715822
1358,695242
1359,1457979
1360,927364
1361,738610
1362,1353914
1363,767203
1364,1654207
1365,743438
1366,744921
1367,756553
1368,1312144
1369,739146
1370,1584149
1371,764521
1372,1581454
1373,818317
1374,737349
1375,737531
1376,733900
1377,1617233
1378,753314
1379,1544827
1380,1059257
1381,1634216
1382,790931
1383,785962
1384,774871
1385,781995
1386,1499464
1387,10927973
1388,2591669
1389,1096399
1390,852304
1391,811289
1392,2001420
1393,940828
1394,3422160
1395,2393558
1396,830035
1397,789209
1398,774937
1399,1399939
1400,769877
1401,1054629
1402,1482559
1403,859901
1404,1513316
1405,798986
1406,858270
1407,1463944
1408,792966
1409,782167
1410,780820
1411,1287996
1412,2917548
1413,1744408
1414,802950
1415,785184
1416,776598
1417,771592
1418,770882
1419,1789750
1420,1235868
1421,3163728
1422,1341198
1423,1391683
1424,2684005
1425,1863326
1426,873107
1427,1579229
1428,814156
1429,798628
1430,1275990
1431,782151
1432,1388007
1433,794462
1434,773515
1435,1668846
1436,784470
1437,781418
1438,784170
1439,1438837
1440,1602660
1441,877292
1442,871515
1443,1504894
1444,1165745
1445,1681070
1446,1463009
1447,1045054
1448,854467
1449,1546062
1450,1386602
1451,853717
1452,839437
1453,7997426
1454,1305304
1455,1973386
1456,1686500
1457,912054
1458,901786
1459,896682
1460,14129560
1461,1581865
1462,4143125
1463,988976
1464,937037
1465,1621090
1466,910336
1467,1814606
1468,857413
1469,1425586
1470,905251
1471,837805
1472,842560
1473,1232411
1474,910818
1475,1421899
1476,1589632
1477,879558
1478,845600
1479,833623
1480,836075
1481,833162
1482,1347869
1483,1307122
1484,1004740
1485,1282438
1486,1057893
1487,829095
1488,765798
1489,1233631
1490,782501
1491,1341524
1492,781257
1493,1273638
1494,777512
1495,1160565
1496,836475
1497,806892
1498,1487487
1499,1770051
1500,934619
1501,1105760
1502,775650
1503,772477
1504,785451
1505,1452981
1506,778867
1507,1373158
1508,859527
1509,1415298
1510,793931
1511,843800
1512,788504
1513,1234913
1514,783552
1515,1283406
1516,837171
1517,1456372
1518,811037
1519,780647
1520,791067
1521,1482353
1522,805393
1523,1311213
1524,768567
1525,1246977
1526,1241967
1527,788364
1528,791998
1529,791808
1530,1279570
1531,1508916
1532,854714
1533,768922
1534,1181586
1535,802608
1536,732837
1537,740847
1538,1181475
1539,730778
1540,1107746
1541,716023
1542,1269728
1543,736380
1544,1223030
1545,750101
1546,738317
1547,737691
1548,738449
1549,1205973
1550,810856
1551,12788028
1552,1184977
1553,1475613
1554,751432
1555,708138
1556,1102826
1557,1110568
1558,762095
1559,692584
1560,690355
1561,1644801
1562,783943
1563,689956
1564,692415
1565,1140369
1566,688003
1567,1132912
1568,736710
1569,682164
1570,682301
1571,995931
1572,1167953
1573,859081
1574,688443
1575,999144
1576,673039
1577,1222099
1578,762865
1579,689610
1580,686564
1581,1508442
1582,781323
1583,703169
1584,751539
1585,699024
1586,1250986
1587,682235
1588,690169
1589,691072
1590,1094829
1591,697854
1592,1214436
1593,702760
1594,698649
1595,1493750
1596,756627
1597,687752
1598,718355
1599,724173
1600,1188380
1601,761641
1602,1260486
1603,741053
1604,1216133
1605,719505
1606,735120
1607,898330
1608,1174899
1609,752041
1610,732661
1611,734708
1612,1262847
1613,1262121
1614,748086
1615,737840
1616,724708
1617,734609
1618,1305202
1619,753690
1620,1187329
1621,1192084
1622,721038
1623,722096
1624,720032
1625,724457
1626,726843
1627,1180321
1628,736587
1629,726171
1630,1228799
1631,719673
1632,2327220
1633,801837
1634,738013
1635,729162
1636,737361
1637,1271820
1638,741383
1639,1410494
1640,729925
1641,818400
1642,737745
1643,734160
1644,734885
1645,1218453
1646,742004
1647,1272332
1648,732780
1649,1175492
1650,1378098
1651,737848
1652,724124
1653,724952
1654,1184433
1655,754661
1656,1208140
1657,799015
1658,735466
1659,734844
1660,1117597
1661,849358
1662,730065
1663,725042
1664,1131275
1665,8895145
1666,946407
1667,741205
1668,1359467
1669,1412662
1670,708524
1671,683977
1672,1082984
1673,1162164
1674,888157
1675,692255
1676,684950
1677,1120258
1678,692889
1679,1101285
1680,700487
1681,685934
1682,685205
1683,714482
1684,690838
1685,4299968
1686,1380653
1687,712748
1688,697879
1689,1370381
1690,694801
1691,781409
1692,1050653
1693,926660
1694,704845
1695,690751
1696,691114
1697,1258331
1698,1112434
1699,1314677
1700,746359
1701,745804
1702,732508
1703,732491
1704,731820
1705,1634315
1706,738944
1707,1504260
1708,1433057
1709,751159
1710,746278
1711,736521
1712,734057
1713,1247396
1714,744856
1715,1389012
1716,1296084
1717,849741
1718,750434
1719,740617
1720,740810
1721,732994
1722,733620
1723,743566
1724,1167158
1725,870680
1726,1210307
1727,744856
1728,735577
1729,743344
1730,736895
1731,742491
1732,1230047
1733,733522
1734,1259509
1735,722039
1736,1457921
1737,753957
1738,692399
1739,682045
1740,690549
1741,1117387
1742,687117
1743,682329
1744,1155415
1745,737012
1746,1063022
1747,684476
1748,730300
1749,678061
1750,687459
1751,1059166
1752,692889
1753,684254
1754,1152683
1755,672792
1756,1269896
1757,719702
1758,696382
1759,695102
1760,682556
1761,1363711
1762,694616
1763,686742
1764,1332159
1765,1163100
1766,719595
1767,685786
1768,687141
1769,681147
1770,684842
1771,1183007
1772,757089
1773,1202476
1774,941867
1775,948903
1776,665182
1777,8952254
1778,937404
1779,1317315
1780,719913
1781,1214551
1782,737320
1783,651152
1784,653241
1785,1207951
1786,840026
1787,652256
1788,648833
1789,649842
1790,1132746
1791,652714
1792,1166948
1793,656896
1794,989166
1795,713152
1796,649521
1797,653752
1798,646316
1799,792518
1800,1209808
1801,657411
1802,1069796
1803,648894
1804,1016510
1805,1121329
1806,658050
1807,654123
1808,649097
1809,657181
1810,654621
1811,1143467
1812,647321
1813,1095085
1814,645845
1815,1056084
1816,663105
1817,655508
1818,648709
1819,657027
1820,980179
1821,655647
1822,660205
1823,1007532
1824,1194581
1825,640609
1826,1158596
1827,659331
1828,644268
1829,649323
1830,650843
1831,647461
1832,1092674
1833,651148
1834,651956
1835,1123617
1836,807910
1837,1135425
1838,667056
1839,646971
1840,642072
1841,648425
1842,643633
1843,1107462
1844,657172
1845,650370
1846,1083730
1847,1195512
1848,761204
1849,723320
1850,655977
1851,650081
1852,652838
1853,650056
1854,1049047
1855,648602
1856,1017129
1857,1209446
1858,661481
1859,657316
1860,654444
1861,652455
1862,744786
1863,644218
1864,1049484
1865,644503
1866,643428
1867,1126311
1868,713436
1869,724293
1870,648343
1871,655429
1872,639892
1873,644939
1874,643621
1875,1261124
1876,662627
1877,1161897
1878,660056
1879,1024083
1880,715805
1881,662104
1882,667472
1883,652059
1884,657724
1885,1267049
1886,665581
1887,1324895
1888,649369
1889,942559
1890,1083354
1891,647544
1892,649760
1893,641166
1894,646534
1895,648577
1896,1101528
1897,1107795
1898,714734
1899,747731
1900,650271
1901,949991
1902,693792
1903,640795
1904,640642
1905,939024
1906,640181
1907,705604
1908,895544
1909,8440768
1910,1353753
1911,780396
1912,1120769
1913,670200
1914,662989
1915,1289463
1916,643913
1917,648945
1918,647238
1919,644965
1920,1135367
1921,650633
1922,1238193
1923,663254
1924,647708
1925,650217
1926,1106971
1927,688831
1928,654000
1929,658441
1930,649748
1931,1002432
1932,1030205
1933,4090061
1934,746912
1935,679441
1936,1392984
1937,771109
1938,671696
1939,660007
1940,647555
1941,650312
1942,1206987
1943,720131
1944,655203
1945,1074246
1946,723737
1947,1102130
1948,836437
1949,662524
1950,657641
1951,1068061
1952,657588
1953,1098319
1954,660662
1955,1018896
1956,1047341
1957,11187728
1958,2592735
1959,735875
1960,710585
1961,1382918
1962,721478
1963,686763
1964,1185286
1965,706740
1966,3940691
1967,802422
1968,1226236
1969,780445
1970,1236796
1971,715051
1972,699308
1973,696939
1974,1141333
1975,761798
1976,1000965
1977,762848
1978,1106073
1979,1007565
1980,686169
1981,675783
1982,673570
1983,1133146
1984,690471
1985,1213925
1986,687232
1987,1113357
1988,883460
1989,706498
1990,673442
1991,645413
1992,1146738
1993,657045
1994,961441
1995,1005597
1996,720399
1997,651598
1998,1177763
1999,674856
2000,660337
2001,703074
2002,648309
2003,1091776
2004,658577
2005,1164554
2006,1032327
2007,943173
2008,648260
2009,642335
2010,648375
2011,7817258
2012,804087
2013,686330
2014,665066
2015,1223487
2016,788187
2017,1109772
2018,654943
2019,646863
2020,645607
2021,655557
2022,646324
2023,648903
2024,1168600
2025,657324
2026,1014961
2027,1043106
2028,650926
2029,648343
2030,699267
2031,656368
2032,658173
2033,655223
2034,958260
2035,644049
2036,1001612
2037,1005287
2038,1229718
2039,656225
2040,654996
2041,649397
2042,651523
2043,1368164
2044,656867
2045,645990
2046,651565
2047,983084
2048,1039649
2049,648289
2050,650856
2051,646418
2052,641120
2053,639621
2054,643749
2055,1057584
2056,741061
2057,1007133
2058,1110919
2059,1092934
2060,656059
2061,644004
2062,640988
2063,637922
2064,640432
2065,1087245
2066,647691
2067,646996
2068,1053331
2069,733171
2070,1074332
2071,827217
2072,656793
2073,653724
2074,656418
2075,648256
2076,1089597
2077,644416
2078,636431
2079,1494911
2080,772580
2081,646200
2082,639154
2083,651005
2084,651321
2085,645784
2086,1110172
2087,656566
2088,650852
2089,1673435
2090,707409
2091,656150
2092,659982
2093,697483
2094,649756
2095,1017018
2096,658635
2097,968585
2098,664152
2099,725421
2100,1020824
2101,663785
2102,650617
2103,652920
2104,645949
2105,648186
2106,642879
2107,1181397
2108,680042
2109,1135499
2110,641437
2111,1212553
2112,659941
2113,656249
2114,652466
2115,656644
2116,641729
2117,1042570
2118,640209
2119,677843
2120,1015463
2121,4002139
2122,783997
2123,684422
2124,660352
2125,652701
2126,648887
2127,1125581
2128,714631
2129,1293488
2130,694673
2131,1067410
2132,997134
2133,717799
2134,672008
2135,1253341
2136,680974
2137,663740
2138,1130575
2139,721631
2140,1076961
2141,661605
2142,645277
2143,864648
2144,4675020
2145,770372
2146,677550
2147,1297183
2148,658123
2149,1461535
2150,794148
2151,664242
2152,665890
2153,1064732
2154,674604
2155,1022785
2156,1034647
2157,711133
2158,660604
2159,657122
2160,1044832
2161,717412
2162,707738
2163,649801
2164,1146862
2165,657069
2166,1060109
2167,695304
2168,648541
2169,641339
2170,952694
2171,691200
2172,708797
2173,1081595
2174,659071
2175,1271961
2176,722542
2177,1035883
2178,646023
2179,644124
2180,653237
2181,1028590
2182,1046636
2183,664328
2184,652108
2185,642632
2186,1052569
2187,943733
2188,1101195
2189,647399
2190,637923
2191,644626
2192,1424086
2193,733698
2194,662413
2195,1053802
2196,716057
2197,1060097
2198,655021
2199,790664
2200,648783
2201,958932
2202,1080208
2203,653649
2204,647111
2205,647790
2206,965751
2207,719888
2208,1157961
2209,666249
2210,975367
2211,871108
2212,653011
2213,722447
2214,657321
2215,990405
2216,718339
2217,1009473
2218,691629
2219,641697
2220,647411
2221,956118
2222,687484
2223,645957
2224,1212788
2225,648392
2226,1016609
2227,639402
2228,650836
2229,647107
2230,643362
2231,639896
2232,1044893
2233,657147
2234,1082255
2235,647485
2236,1237492
2237,1147418
2238,639246
2239,659817
2240,652302
2241,649566
2242,1150949
2243,698488
2244,991036
2245,709134
2246,654453
2247,1062734
2248,633897
2249,686289
2250,649294
2251,641907
2252,1044602
2253,654144
2254,7667579
2255,1547443
2256,1332707
2257,689209
2258,672099
2259,653311
2260,646217
2261,648870
2262,646690
2263,1150821
2264,676227
2265,1144402
2266,728606
2267,1076556
2268,663188
2269,655104
2270,655339
2271,648075
2272,648820
2273,646959
2274,1214090
2275,653530
2276,1014434
2277,1277502
2278,656101
2279,648784
2280,650658
2281,646242
2282,652344
2283,652010
2284,1064690
2285,646324
2286,637251
2287,1059351
2288,723320
2289,654910
2290,647749
2291,739314
2292,653633
2293,652619
2294,1067336
2295,668354
2296,639847
2297,647980
2298,1483515
2299,713032
2300,655305
2301,660019
2302,649900
2303,649678
2304,652376
2305,676721
2306,1156553
2307,647523
2308,1110333
2309,716918
2310,644049
2311,643439
2312,640366
2313,646670
2314,1139821
2315,659566
2316,654016
2317,1167772
2318,1171554
2319,1071551
2320,655581
2321,649006
2322,646468
2323,641808
2324,644124
2325,1099712
2326,651540
2327,655388
2328,1028133
2329,1266724
2330,637061
2331,644482
2332,647922
2333,638331
2334,643683
2335,642789
2336,1097046
2337,659657
2338,647923
2339,642134
2340,1502286
2341,769448
2342,653674
2343,644235
2344,644132
2345,645430
2346,3525143
2347,1449430
2348,741020
2349,1161406
2350,1275627
2351,679012
2352,664464
2353,654931
2354,657576
2355,655112
